127.0.0.1 - - [19/Mar/2020:13:50:40 +0100] "GET / HTTP/1.1" 404 637
0:0:0:0:0:0:0:1 - - [19/Mar/2020:18:32:14 +0100] "GET /cineapp/ HTTP/1.1" 200 12277
0:0:0:0:0:0:0:1 - - [19/Mar/2020:18:32:14 +0100] "GET /cineapp/resources;jsessionid=C428C42845FEE00B1E9801FC0CE2A530/bootstrap/css/theme.css HTTP/1.1" 200 584
0:0:0:0:0:0:0:1 - - [19/Mar/2020:18:32:14 +0100] "GET /cineapp/resources;jsessionid=C428C42845FEE00B1E9801FC0CE2A530/bootstrap/css/bootstrap.min.css HTTP/1.1" 200 121200
0:0:0:0:0:0:0:1 - - [19/Mar/2020:18:32:14 +0100] "GET /cineapp/resources;jsessionid=C428C42845FEE00B1E9801FC0CE2A530/images/slide2.jpg HTTP/1.1" 200 44315
0:0:0:0:0:0:0:1 - - [19/Mar/2020:18:32:14 +0100] "GET /cineapp/resources;jsessionid=C428C42845FEE00B1E9801FC0CE2A530/images/slide1.jpg HTTP/1.1" 200 37937
0:0:0:0:0:0:0:1 - - [19/Mar/2020:18:32:14 +0100] "GET /cineapp/resources;jsessionid=C428C42845FEE00B1E9801FC0CE2A530/images/slide3.jpg HTTP/1.1" 200 78179
0:0:0:0:0:0:0:1 - - [19/Mar/2020:18:32:14 +0100] "GET /cineapp/resources;jsessionid=C428C42845FEE00B1E9801FC0CE2A530/bootstrap/js/bootstrap.min.js HTTP/1.1" 200 37045
0:0:0:0:0:0:0:1 - - [19/Mar/2020:18:32:14 +0100] "GET /cineapp/resources;jsessionid=C428C42845FEE00B1E9801FC0CE2A530/images/slide4.jpg HTTP/1.1" 200 54078
0:0:0:0:0:0:0:1 - - [19/Mar/2020:18:32:14 +0100] "GET /cineapp/resources;jsessionid=C428C42845FEE00B1E9801FC0CE2A530/bootstrap/fonts/glyphicons-halflings-regular.eot? HTTP/1.1" 200 20127
0:0:0:0:0:0:0:1 - - [19/Mar/2020:18:32:14 +0100] "GET /cineapp/resources;jsessionid=C428C42845FEE00B1E9801FC0CE2A530/images/shutterislands.png HTTP/1.1" 200 15859
0:0:0:0:0:0:0:1 - - [19/Mar/2020:18:32:14 +0100] "GET /cineapp/resources;jsessionid=C428C42845FEE00B1E9801FC0CE2A530/images/inception.png HTTP/1.1" 200 98388
0:0:0:0:0:0:0:1 - - [19/Mar/2020:18:32:14 +0100] "GET /cineapp/resources;jsessionid=C428C42845FEE00B1E9801FC0CE2A530/images/infiltrados.png HTTP/1.1" 200 189024
0:0:0:0:0:0:0:1 - - [19/Mar/2020:18:32:14 +0100] "GET /cineapp/resources;jsessionid=C428C42845FEE00B1E9801FC0CE2A530/images/memento.png HTTP/1.1" 200 105400
0:0:0:0:0:0:0:1 - - [19/Mar/2020:18:32:14 +0100] "GET /cineapp/resources;jsessionid=C428C42845FEE00B1E9801FC0CE2A530/images/interestellar.png HTTP/1.1" 200 806057
0:0:0:0:0:0:0:1 - - [19/Mar/2020:18:32:18 +0100] "GET /cineapp/;jsessionid=C428C42845FEE00B1E9801FC0CE2A530peliculas/index HTTP/1.1" 404 610
0:0:0:0:0:0:0:1 - - [19/Mar/2020:18:32:30 +0100] "GET /cineapp/peliculas/index HTTP/1.1" 200 6644
0:0:0:0:0:0:0:1 - - [19/Mar/2020:18:32:30 +0100] "GET /cineapp/resources/bootstrap/css/theme.css HTTP/1.1" 200 584
0:0:0:0:0:0:0:1 - - [19/Mar/2020:18:32:30 +0100] "GET /cineapp/resources/bootstrap/css/bootstrap.min.css HTTP/1.1" 200 121200
0:0:0:0:0:0:0:1 - - [19/Mar/2020:18:32:30 +0100] "GET /cineapp/resources/bootstrap/js/bootstrap.min.js HTTP/1.1" 200 37045
0:0:0:0:0:0:0:1 - - [19/Mar/2020:18:32:30 +0100] "GET /cineapp/resources/bootstrap/fonts/glyphicons-halflings-regular.eot? HTTP/1.1" 200 20127
0:0:0:0:0:0:0:1 - - [19/Mar/2020:18:32:42 +0100] "GET /cineapp/peliculas/index HTTP/1.1" 200 6644
0:0:0:0:0:0:0:1 - - [19/Mar/2020:18:32:42 +0100] "GET /cineapp/resources/bootstrap/css/theme.css HTTP/1.1" 200 584
0:0:0:0:0:0:0:1 - - [19/Mar/2020:18:32:42 +0100] "GET /cineapp/resources/bootstrap/css/bootstrap.min.css HTTP/1.1" 200 121200
0:0:0:0:0:0:0:1 - - [19/Mar/2020:18:32:42 +0100] "GET /cineapp/resources/bootstrap/js/bootstrap.min.js HTTP/1.1" 200 37045
0:0:0:0:0:0:0:1 - - [19/Mar/2020:18:32:42 +0100] "GET /cineapp/resources/bootstrap/fonts/glyphicons-halflings-regular.woff2 HTTP/1.1" 200 18028
0:0:0:0:0:0:0:1 - - [19/Mar/2020:18:32:45 +0100] "GET /cineapp/peliculas/create HTTP/1.1" 200 7317
0:0:0:0:0:0:0:1 - - [19/Mar/2020:18:32:45 +0100] "GET /cineapp/resources/images/cinema.png HTTP/1.1" 200 24903
0:0:0:0:0:0:0:1 - - [19/Mar/2020:18:32:47 +0100] "GET /cineapp/ HTTP/1.1" 200 11573
0:0:0:0:0:0:0:1 - - [19/Mar/2020:18:32:47 +0100] "GET /cineapp/resources/images/slide2.jpg HTTP/1.1" 200 44315
0:0:0:0:0:0:0:1 - - [19/Mar/2020:18:32:47 +0100] "GET /cineapp/resources/images/slide1.jpg HTTP/1.1" 200 37937
0:0:0:0:0:0:0:1 - - [19/Mar/2020:18:32:47 +0100] "GET /cineapp/resources/images/slide3.jpg HTTP/1.1" 200 78179
0:0:0:0:0:0:0:1 - - [19/Mar/2020:18:32:47 +0100] "GET /cineapp/resources/images/shutterislands.png HTTP/1.1" 200 15859
0:0:0:0:0:0:0:1 - - [19/Mar/2020:18:32:47 +0100] "GET /cineapp/resources/images/slide4.jpg HTTP/1.1" 200 54078
0:0:0:0:0:0:0:1 - - [19/Mar/2020:18:32:47 +0100] "GET /cineapp/resources/images/inception.png HTTP/1.1" 200 98388
0:0:0:0:0:0:0:1 - - [19/Mar/2020:18:32:47 +0100] "GET /cineapp/resources/images/memento.png HTTP/1.1" 200 105400
0:0:0:0:0:0:0:1 - - [19/Mar/2020:18:32:47 +0100] "GET /cineapp/resources/images/infiltrados.png HTTP/1.1" 200 189024
0:0:0:0:0:0:0:1 - - [19/Mar/2020:18:32:47 +0100] "GET /cineapp/resources/images/interestellar.png HTTP/1.1" 200 806057
0:0:0:0:0:0:0:1 - - [19/Mar/2020:18:32:48 +0100] "GET /cineapp/peliculas/index HTTP/1.1" 200 6644
0:0:0:0:0:0:0:1 - - [19/Mar/2020:18:32:50 +0100] "GET /cineapp/banners/index HTTP/1.1" 200 5855
0:0:0:0:0:0:0:1 - - [19/Mar/2020:18:32:53 +0100] "GET /cineapp/peliculas/index HTTP/1.1" 200 6644
0:0:0:0:0:0:0:1 - - [19/Mar/2020:18:32:53 +0100] "GET /cineapp/ HTTP/1.1" 200 11573
0:0:0:0:0:0:0:1 - - [19/Mar/2020:18:36:18 +0100] "GET /cineapp/peliculas/index HTTP/1.1" 200 6644
0:0:0:0:0:0:0:1 - - [19/Mar/2020:18:36:21 +0100] "GET /cineapp/ HTTP/1.1" 200 11573
0:0:0:0:0:0:0:1 - - [19/Mar/2020:18:36:25 +0100] "GET /cineapp/detail?idMovie=1&fecha=19-03-2020 HTTP/1.1" 200 5561
0:0:0:0:0:0:0:1 - - [19/Mar/2020:19:00:39 +0100] "GET /cineapp/detail?idMovie=1&fecha=19-03-2020 HTTP/1.1" 200 5561
0:0:0:0:0:0:0:1 - - [19/Mar/2020:19:00:46 +0100] "GET /cineapp/peliculas/index HTTP/1.1" 200 6644
0:0:0:0:0:0:0:1 - - [19/Mar/2020:19:00:47 +0100] "GET /cineapp/peliculas/create HTTP/1.1" 200 7317
0:0:0:0:0:0:0:1 - - [19/Mar/2020:19:00:47 +0100] "GET /cineapp/resources/images/cinema.png HTTP/1.1" 200 24903
0:0:0:0:0:0:0:1 - - [19/Mar/2020:19:05:06 +0100] "GET /cineapp/peliculas/create HTTP/1.1" 200 7317
0:0:0:0:0:0:0:1 - - [19/Mar/2020:19:06:05 +0100] "POST /cineapp/peliculas/save HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [19/Mar/2020:19:06:05 +0100] "GET /cineapp/peliculas/index HTTP/1.1" 200 7487
0:0:0:0:0:0:0:1 - - [19/Mar/2020:19:06:09 +0100] "GET /cineapp/ HTTP/1.1" 200 12189
0:0:0:0:0:0:0:1 - - [19/Mar/2020:19:06:09 +0100] "GET /cineapp/resources/images/17MQ6KIWdunkerke.png HTTP/1.1" 200 481687
0:0:0:0:0:0:0:1 - - [19/Mar/2020:19:06:12 +0100] "GET /cineapp/detail?idMovie=0&fecha=19-03-2020 HTTP/1.1" 200 5634
0:0:0:0:0:0:0:1 - - [19/Mar/2020:19:06:12 +0100] "GET /cineapp/resources/images/17MQ6KIWdunkerke.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Mar/2020:19:06:16 +0100] "GET /favicon.ico HTTP/1.1" 404 648
0:0:0:0:0:0:0:1 - - [19/Mar/2020:19:06:26 +0100] "GET /cineapp/ HTTP/1.1" 200 12189
0:0:0:0:0:0:0:1 - - [19/Mar/2020:19:06:26 +0100] "GET /cineapp/resources/images/17MQ6KIWdunkerke.png HTTP/1.1" 304 -
